file,LanguageEnvy,CrossRespDecl,ShotgunSurgery,EncapsulationBypass,change_prone,Release_File
common/src/main/java/org/conscrypt/OpenSSLBIOInputStream.java,0,0,0,1,0,conscrypt-1.0.0.RC14.csv
common/src/main/java/org/conscrypt/OAEPParameters.java,4,0,0,0,0,conscrypt-1.0.0.RC14.csv
android-stub/src/main/java/org/apache/harmony/xnet/provider/jsse/NativeCrypto.java,0,1,0,1,1,conscrypt-1.0.0.RC14.csv
common/src/main/java/org/conscrypt/NativeRef.java,0,0,0,1,0,conscrypt-1.0.0.RC14.csv
common/src/main/java/org/conscrypt/GCMParameters.java,2,0,0,0,0,conscrypt-1.0.0.RC14.csv
common/src/main/java/org/conscrypt/IvParameters.java,2,0,0,0,0,conscrypt-1.0.0.RC14.csv
common/src/jni/main/cpp/conscrypt/jniutil.cc,0,0,9,0,1,conscrypt-1.0.0.RC14.csv
common/src/jni/main/cpp/conscrypt/native_crypto.cc,0,0,68,0,1,conscrypt-1.0.0.RC14.csv
openjdk/src/test/java/org/conscrypt/NativeCryptoTest.java,40,0,0,0,1,conscrypt-1.0.0.RC14.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRLEntry.java,2,0,0,0,0,conscrypt-1.0.0.RC14.csv
common/src/main/java/org/conscrypt/OpenSSLSignature.java,1,0,0,0,0,conscrypt-1.0.0.RC14.csv
common/src/main/java/org/conscrypt/OpenSSLX509Certificate.java,1,0,0,0,1,conscrypt-1.0.0.RC14.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRL.java,2,0,0,0,1,conscrypt-1.0.0.RC14.csv
android-stub/src/main/java/com/android/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.0.0.RC14.csv
common/src/main/java/org/conscrypt/CryptoUpcalls.java,0,0,0,1,0,conscrypt-1.0.0.RC14.csv
common/src/main/java/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.0.0.RC14.csv
common/src/main/java/org/conscrypt/OpenSSLBIOInputStream.java,0,0,0,1,1,conscrypt-1.0.0.RC2.csv
common/src/main/java/org/conscrypt/OAEPParameters.java,4,0,0,0,0,conscrypt-1.0.0.RC2.csv
android-stub/src/main/java/org/apache/harmony/xnet/provider/jsse/NativeCrypto.java,0,1,0,1,1,conscrypt-1.0.0.RC2.csv
common/src/main/java/org/conscrypt/NativeRef.java,0,0,0,1,1,conscrypt-1.0.0.RC2.csv
common/src/main/java/org/conscrypt/GCMParameters.java,2,0,0,0,1,conscrypt-1.0.0.RC2.csv
common/src/main/java/org/conscrypt/IvParameters.java,2,0,0,0,0,conscrypt-1.0.0.RC2.csv
common/src/jni/main/cpp/conscrypt/jniutil.cc,0,0,9,0,0,conscrypt-1.0.0.RC2.csv
common/src/jni/main/cpp/conscrypt/native_crypto.cc,0,0,67,0,0,conscrypt-1.0.0.RC2.csv
openjdk/src/test/java/org/conscrypt/NativeCryptoTest.java,40,0,0,0,1,conscrypt-1.0.0.RC2.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRLEntry.java,2,0,0,0,1,conscrypt-1.0.0.RC2.csv
common/src/main/java/org/conscrypt/OpenSSLSignature.java,1,0,0,0,1,conscrypt-1.0.0.RC2.csv
common/src/main/java/org/conscrypt/OpenSSLX509Certificate.java,1,0,0,0,1,conscrypt-1.0.0.RC2.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRL.java,2,0,0,0,1,conscrypt-1.0.0.RC2.csv
android-stub/src/main/java/com/android/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.0.0.RC2.csv
common/src/main/java/org/conscrypt/CryptoUpcalls.java,0,0,0,1,1,conscrypt-1.0.0.RC2.csv
common/src/main/java/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.0.0.RC2.csv
common/src/main/java/org/conscrypt/OpenSSLBIOInputStream.java,0,0,0,1,0,conscrypt-1.0.0.RC8.csv
common/src/main/java/org/conscrypt/OAEPParameters.java,4,0,0,0,1,conscrypt-1.0.0.RC8.csv
android-stub/src/main/java/org/apache/harmony/xnet/provider/jsse/NativeCrypto.java,0,1,0,1,1,conscrypt-1.0.0.RC8.csv
common/src/main/java/org/conscrypt/NativeRef.java,0,0,0,1,1,conscrypt-1.0.0.RC8.csv
common/src/main/java/org/conscrypt/GCMParameters.java,2,0,0,0,1,conscrypt-1.0.0.RC8.csv
common/src/main/java/org/conscrypt/IvParameters.java,2,0,0,0,0,conscrypt-1.0.0.RC8.csv
common/src/jni/main/cpp/conscrypt/jniutil.cc,0,0,9,0,0,conscrypt-1.0.0.RC8.csv
common/src/jni/main/cpp/conscrypt/native_crypto.cc,0,0,67,0,1,conscrypt-1.0.0.RC8.csv
openjdk/src/test/java/org/conscrypt/NativeCryptoTest.java,40,0,0,0,1,conscrypt-1.0.0.RC8.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRLEntry.java,2,0,0,0,0,conscrypt-1.0.0.RC8.csv
common/src/main/java/org/conscrypt/OpenSSLSignature.java,1,0,0,0,1,conscrypt-1.0.0.RC8.csv
common/src/main/java/org/conscrypt/OpenSSLX509Certificate.java,1,0,0,0,1,conscrypt-1.0.0.RC8.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRL.java,2,0,0,0,0,conscrypt-1.0.0.RC8.csv
android-stub/src/main/java/com/android/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.0.0.RC8.csv
common/src/main/java/org/conscrypt/CryptoUpcalls.java,0,0,0,1,1,conscrypt-1.0.0.RC8.csv
common/src/main/java/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.0.0.RC8.csv
common/src/main/java/org/conscrypt/OpenSSLBIOInputStream.java,0,0,0,1,0,conscrypt-1.0.1.csv
common/src/main/java/org/conscrypt/OAEPParameters.java,4,0,0,0,1,conscrypt-1.0.1.csv
android-stub/src/main/java/org/apache/harmony/xnet/provider/jsse/NativeCrypto.java,0,1,0,1,1,conscrypt-1.0.1.csv
common/src/main/java/org/conscrypt/NativeRef.java,0,0,0,1,0,conscrypt-1.0.1.csv
common/src/main/java/org/conscrypt/GCMParameters.java,2,0,0,0,0,conscrypt-1.0.1.csv
common/src/main/java/org/conscrypt/IvParameters.java,2,0,0,0,0,conscrypt-1.0.1.csv
common/src/jni/main/cpp/conscrypt/jniutil.cc,0,0,9,0,1,conscrypt-1.0.1.csv
common/src/jni/main/cpp/conscrypt/native_crypto.cc,0,0,68,0,1,conscrypt-1.0.1.csv
openjdk/src/test/java/org/conscrypt/NativeCryptoTest.java,40,0,0,0,1,conscrypt-1.0.1.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRLEntry.java,2,0,0,0,1,conscrypt-1.0.1.csv
common/src/main/java/org/conscrypt/OpenSSLSignature.java,1,0,0,0,0,conscrypt-1.0.1.csv
common/src/main/java/org/conscrypt/OpenSSLX509Certificate.java,1,0,0,0,1,conscrypt-1.0.1.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRL.java,2,0,0,0,1,conscrypt-1.0.1.csv
android-stub/src/main/java/com/android/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.0.1.csv
common/src/main/java/org/conscrypt/CryptoUpcalls.java,0,0,0,1,0,conscrypt-1.0.1.csv
common/src/main/java/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.0.1.csv
common/src/main/java/org/conscrypt/OpenSSLBIOInputStream.java,0,0,0,1,0,conscrypt-1.0.2.csv
common/src/main/java/org/conscrypt/OAEPParameters.java,4,0,0,0,0,conscrypt-1.0.2.csv
android-stub/src/main/java/org/apache/harmony/xnet/provider/jsse/NativeCrypto.java,0,1,0,1,0,conscrypt-1.0.2.csv
common/src/main/java/org/conscrypt/NativeRef.java,0,0,0,1,0,conscrypt-1.0.2.csv
common/src/main/java/org/conscrypt/GCMParameters.java,2,0,0,0,0,conscrypt-1.0.2.csv
common/src/main/java/org/conscrypt/IvParameters.java,2,0,0,0,0,conscrypt-1.0.2.csv
common/src/jni/main/cpp/conscrypt/jniutil.cc,0,0,9,0,0,conscrypt-1.0.2.csv
common/src/jni/main/cpp/conscrypt/native_crypto.cc,0,0,68,0,0,conscrypt-1.0.2.csv
openjdk/src/test/java/org/conscrypt/NativeCryptoTest.java,40,0,0,0,0,conscrypt-1.0.2.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRLEntry.java,2,0,0,0,0,conscrypt-1.0.2.csv
common/src/main/java/org/conscrypt/OpenSSLSignature.java,1,0,0,0,0,conscrypt-1.0.2.csv
common/src/main/java/org/conscrypt/OpenSSLX509Certificate.java,1,0,0,0,0,conscrypt-1.0.2.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRL.java,2,0,0,0,0,conscrypt-1.0.2.csv
android-stub/src/main/java/com/android/org/conscrypt/NativeCrypto.java,0,1,0,1,0,conscrypt-1.0.2.csv
common/src/main/java/org/conscrypt/CryptoUpcalls.java,0,0,0,1,0,conscrypt-1.0.2.csv
common/src/main/java/org/conscrypt/NativeCrypto.java,0,1,0,1,0,conscrypt-1.0.2.csv
common/src/main/java/org/conscrypt/OpenSSLBIOInputStream.java,0,0,0,1,0,conscrypt-1.1.1.csv
common/src/main/java/org/conscrypt/OAEPParameters.java,6,0,0,0,0,conscrypt-1.1.1.csv
android-stub/src/main/java/org/apache/harmony/xnet/provider/jsse/NativeCrypto.java,0,1,0,1,1,conscrypt-1.1.1.csv
common/src/main/java/org/conscrypt/NativeRef.java,0,0,0,1,0,conscrypt-1.1.1.csv
common/src/main/java/org/conscrypt/GCMParameters.java,2,0,0,0,0,conscrypt-1.1.1.csv
common/src/main/java/org/conscrypt/IvParameters.java,2,0,0,0,0,conscrypt-1.1.1.csv
common/src/jni/main/cpp/conscrypt/jniutil.cc,0,0,9,0,0,conscrypt-1.1.1.csv
common/src/jni/main/cpp/conscrypt/native_crypto.cc,0,0,52,0,1,conscrypt-1.1.1.csv
openjdk/src/test/java/org/conscrypt/NativeCryptoTest.java,40,0,0,0,1,conscrypt-1.1.1.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRLEntry.java,2,0,0,0,0,conscrypt-1.1.1.csv
common/src/main/java/org/conscrypt/PSSParameters.java,2,0,0,0,0,conscrypt-1.1.1.csv
common/src/main/java/org/conscrypt/OpenSSLSignature.java,1,0,0,0,0,conscrypt-1.1.1.csv
common/src/main/java/org/conscrypt/OpenSSLX509Certificate.java,1,0,0,0,0,conscrypt-1.1.1.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRL.java,2,0,0,0,0,conscrypt-1.1.1.csv
android-stub/src/main/java/com/android/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.1.1.csv
common/src/main/java/org/conscrypt/CryptoUpcalls.java,0,0,0,1,1,conscrypt-1.1.1.csv
common/src/main/java/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.1.1.csv
common/src/main/java/org/conscrypt/NativeRef.java,0,0,0,1,1,conscrypt-1.2.0.csv
common/src/jni/main/cpp/conscrypt/native_crypto.cc,0,0,53,0,1,conscrypt-1.2.0.csv
common/src/main/java/org/conscrypt/CryptoUpcalls.java,0,0,0,1,0,conscrypt-1.2.0.csv
common/src/main/java/org/conscrypt/OpenSSLBIOInputStream.java,0,0,0,1,1,conscrypt-1.2.0.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRLEntry.java,2,0,0,0,0,conscrypt-1.2.0.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRL.java,2,0,0,0,0,conscrypt-1.2.0.csv
common/src/main/java/org/conscrypt/OAEPParameters.java,6,0,0,0,1,conscrypt-1.2.0.csv
android-stub/src/main/java/org/apache/harmony/xnet/provider/jsse/NativeCrypto.java,0,1,0,1,1,conscrypt-1.2.0.csv
common/src/main/java/org/conscrypt/GCMParameters.java,2,0,0,0,0,conscrypt-1.2.0.csv
common/src/main/java/org/conscrypt/IvParameters.java,2,0,0,0,1,conscrypt-1.2.0.csv
openjdk/src/test/java/org/conscrypt/NativeCryptoTest.java,40,0,0,0,1,conscrypt-1.2.0.csv
common/src/main/java/org/conscrypt/PSSParameters.java,2,0,0,0,1,conscrypt-1.2.0.csv
common/src/main/java/org/conscrypt/OpenSSLX509Certificate.java,1,0,0,0,0,conscrypt-1.2.0.csv
android-stub/src/main/java/com/android/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.2.0.csv
common/src/jni/main/cpp/conscrypt/jniutil.cc,0,0,9,0,1,conscrypt-1.2.0.csv
common/src/main/java/org/conscrypt/OpenSSLSignature.java,1,0,0,0,1,conscrypt-1.2.0.csv
common/src/main/java/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.2.0.csv
common/src/main/java/org/conscrypt/NativeRef.java,0,0,0,1,0,conscrypt-1.4.2.csv
common/src/jni/main/cpp/conscrypt/native_crypto.cc,0,0,53,0,1,conscrypt-1.4.2.csv
common/src/main/java/org/conscrypt/CryptoUpcalls.java,0,0,0,1,0,conscrypt-1.4.2.csv
common/src/main/java/org/conscrypt/OpenSSLBIOInputStream.java,0,0,0,1,0,conscrypt-1.4.2.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRLEntry.java,2,0,0,0,0,conscrypt-1.4.2.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRL.java,2,0,0,0,0,conscrypt-1.4.2.csv
common/src/main/java/org/conscrypt/OAEPParameters.java,6,0,0,0,1,conscrypt-1.4.2.csv
android-stub/src/main/java/org/apache/harmony/xnet/provider/jsse/NativeCrypto.java,0,1,0,1,1,conscrypt-1.4.2.csv
common/src/main/java/org/conscrypt/GCMParameters.java,2,0,0,0,1,conscrypt-1.4.2.csv
common/src/main/java/org/conscrypt/IvParameters.java,2,0,0,0,1,conscrypt-1.4.2.csv
openjdk/src/test/java/org/conscrypt/NativeCryptoTest.java,40,0,0,0,1,conscrypt-1.4.2.csv
common/src/main/java/org/conscrypt/PSSParameters.java,2,0,0,0,1,conscrypt-1.4.2.csv
common/src/main/java/org/conscrypt/OpenSSLX509Certificate.java,1,0,0,0,1,conscrypt-1.4.2.csv
android-stub/src/main/java/com/android/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.4.2.csv
common/src/jni/main/cpp/conscrypt/jniutil.cc,0,0,9,0,0,conscrypt-1.4.2.csv
common/src/main/java/org/conscrypt/OpenSSLSignature.java,1,0,0,0,1,conscrypt-1.4.2.csv
common/src/main/java/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-1.4.2.csv
common/src/main/java/org/conscrypt/NativeRef.java,0,0,0,1,0,conscrypt-2.1.0.csv
common/src/jni/main/cpp/conscrypt/native_crypto.cc,0,0,53,0,1,conscrypt-2.1.0.csv
common/src/main/java/org/conscrypt/CryptoUpcalls.java,0,0,0,1,1,conscrypt-2.1.0.csv
common/src/main/java/org/conscrypt/OpenSSLBIOInputStream.java,0,0,0,1,0,conscrypt-2.1.0.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRLEntry.java,2,0,0,0,0,conscrypt-2.1.0.csv
common/src/main/java/org/conscrypt/OpenSSLX509CRL.java,2,0,0,0,1,conscrypt-2.1.0.csv
common/src/main/java/org/conscrypt/OAEPParameters.java,6,0,0,0,0,conscrypt-2.1.0.csv
android-stub/src/main/java/org/apache/harmony/xnet/provider/jsse/NativeCrypto.java,0,1,0,1,1,conscrypt-2.1.0.csv
common/src/main/java/org/conscrypt/GCMParameters.java,2,0,0,0,0,conscrypt-2.1.0.csv
common/src/main/java/org/conscrypt/IvParameters.java,2,0,0,0,0,conscrypt-2.1.0.csv
openjdk/src/test/java/org/conscrypt/NativeCryptoTest.java,40,0,0,0,0,conscrypt-2.1.0.csv
common/src/main/java/org/conscrypt/PSSParameters.java,2,0,0,0,0,conscrypt-2.1.0.csv
common/src/main/java/org/conscrypt/OpenSSLX509Certificate.java,1,0,0,0,1,conscrypt-2.1.0.csv
android-stub/src/main/java/com/android/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-2.1.0.csv
common/src/jni/main/cpp/conscrypt/jniutil.cc,0,0,9,0,0,conscrypt-2.1.0.csv
common/src/main/java/org/conscrypt/OpenSSLSignature.java,1,0,0,0,0,conscrypt-2.1.0.csv
common/src/main/java/org/conscrypt/NativeCrypto.java,0,1,0,1,1,conscrypt-2.1.0.csv
